"DEPARTURES_PERFORMED","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","QUARTER",
88.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",1,
88.00,"BUR","Burbank, CA","PDX","Portland, OR",2,
88.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",1,
88.00,"MEM","Memphis, TN","OAK","Oakland, CA",1,
88.00,"PDX","Portland, OR","SFO","San Francisco, CA",2,
88.00,"ONT","Ontario, CA","OAK","Oakland, CA",2,
88.00,"ONT","Ontario, CA","PDX","Portland, OR",1,
88.00,"SJC","San Jose, CA","ONT","Ontario, CA",1,
88.00,"DTW","Detroit, MI","SFO","San Francisco, CA",3,
88.00,"IAD","Washington, DC","LAX","Los Angeles, CA",4,
88.00,"LAX","Los Angeles, CA","IAD","Washington, DC",4,
88.00,"STL","St. Louis, MO","LAX","Los Angeles, CA",4,
88.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",2,
88.00,"OAK","Oakland, CA","LGB","Long Beach, CA",2,
88.00,"IAD","Washington, DC","SFO","San Francisco, CA",4,
88.00,"IAD","Washington, DC","LAX","Los Angeles, CA",2,
88.00,"SFO","San Francisco, CA","JFK","New York, NY",1,
88.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",1,
88.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",3,
88.00,"LAX","Los Angeles, CA","SAT","San Antonio, TX",3,
88.00,"RNO","Reno, NV","SFO","San Francisco, CA",3,
88.00,"SAT","San Antonio, TX","LAX","Los Angeles, CA",3,
88.00,"FAT","Fresno, CA","DEN","Denver, CO",3,
88.00,"SFO","San Francisco, CA","ATL","Atlanta, GA",2,
88.00,"SAT","San Antonio, TX","LAX","Los Angeles, CA",1,
88.00,"SFO","San Francisco, CA","LAS","Las Vegas, NV",2,
88.00,"PSP","Palm Springs, CA","DEN","Denver, CO",1,
88.00,"OAK","Oakland, CA","SEA","Seattle, WA",2,
88.00,"LGB","Long Beach, CA","LAS","Las Vegas, NV",1,
88.00,"IAH","Houston, TX","SFO","San Francisco, CA",2,
88.00,"SNA","Santa Ana, CA","MSP","Minneapolis, MN",2,
88.00,"LAS","Las Vegas, NV","SAN","San Diego, CA",4,
88.00,"OAK","Oakland, CA","LAS","Las Vegas, NV",4,
88.00,"SAN","San Diego, CA","LAS","Las Vegas, NV",4,
88.00,"PDX","Portland, OR","SFO","San Francisco, CA",4,
88.00,"SFO","San Francisco, CA","BOS","Boston, MA",4,
88.00,"SMF","Sacramento, CA","LGB","Long Beach, CA",4,
88.00,"EWR","Newark, NJ","SAN","San Diego, CA",2,
88.00,"MEM","Memphis, TN","OAK","Oakland, CA",1,
88.00,"SAN","San Diego, CA","IAH","Houston, TX",1,
88.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",2,
88.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",2,
88.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",2,
88.00,"DEN","Denver, CO","OAK","Oakland, CA",3,
88.00,"OAK","Oakland, CA","PDX","Portland, OR",3,
88.00,"PDX","Portland, OR","OAK","Oakland, CA",3,
88.00,"SFO","San Francisco, CA","PDX","Portland, OR",2,
88.00,"BUR","Burbank, CA","PDX","Portland, OR",1,
88.00,"PHX","Phoenix, AZ","PSP","Palm Springs, CA",1,
88.00,"MEM","Memphis, TN","OAK","Oakland, CA",2,
88.00,"EWR","Newark, NJ","LAX","Los Angeles, CA",3,
88.00,"ONT","Ontario, CA","OAK","Oakland, CA",3,
88.00,"ONT","Ontario, CA","PHX","Phoenix, AZ",3,
88.00,"ONT","Ontario, CA","SMF","Sacramento, CA",3,
88.00,"SAN","San Diego, CA","PHX","Phoenix, AZ",3,
88.00,"SNA","Santa Ana, CA","DEN","Denver, CO",3,
88.00,"LAX","Los Angeles, CA","SAT","San Antonio, TX",2,
88.00,"SAT","San Antonio, TX","LAX","Los Angeles, CA",2,
88.00,"SJC","San Jose, CA","SLC","Salt Lake City, UT",2,
88.00,"SFO","San Francisco, CA","LAS","Las Vegas, NV",4,
88.00,"LAX","Los Angeles, CA","LAS","Las Vegas, NV",4,
88.00,"MDW","Chicago, IL","SFO","San Francisco, CA",2,
88.00,"PSP","Palm Springs, CA","SFO","San Francisco, CA",2,
88.00,"OAK","Oakland, CA","ONT","Ontario, CA",1,
88.00,"SFO","San Francisco, CA","ATL","Atlanta, GA",2,
88.00,"MIA","Miami, FL","SFO","San Francisco, CA",3,
88.00,"IAH","Houston, TX","LAX","Los Angeles, CA",4,
88.00,"BUR","Burbank, CA","PDX","Portland, OR",3,
88.00,"RDM","Bend/Redmond, OR","SFO","San Francisco, CA",3,
88.00,"RNO","Reno, NV","SFO","San Francisco, CA",3,
88.00,"SFO","San Francisco, CA","BFL","Bakersfield, CA",3,
88.00,"SFO","San Francisco, CA","SNA","Santa Ana, CA",3,
88.00,"AUS","Austin, TX","SFO","San Francisco, CA",4,
88.00,"SFO","San Francisco, CA","AUS","Austin, TX",4,
88.00,"SLC","Salt Lake City, UT","FAT","Fresno, CA",4,
88.00,"SLC","Salt Lake City, UT","SFO","San Francisco, CA",4,
88.00,"PDX","Portland, OR","BUR","Burbank, CA",4,
88.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",4,
88.00,"RDM","Bend/Redmond, OR","SFO","San Francisco, CA",4,
88.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",1,
88.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",2,
88.00,"SFO","San Francisco, CA","PHX","Phoenix, AZ",2,
88.00,"SAN","San Diego, CA","PHX","Phoenix, AZ",2,
88.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",3,
88.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",3,
88.00,"PDX","Portland, OR","SJC","San Jose, CA",4,
88.00,"LAX","Los Angeles, CA","IAD","Washington, DC",1,
88.00,"LAX","Los Angeles, CA","PHX","Phoenix, AZ",2,
88.00,"LAX","Los Angeles, CA","ASE","Aspen, CO",1,
88.00,"LAX","Los Angeles, CA","MEM","Memphis, TN",2,
88.00,"LAX","Los Angeles, CA","PHX","Phoenix, AZ",1,
88.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",3,
88.00,"RNO","Reno, NV","LAX","Los Angeles, CA",3,
88.00,"SAN","San Diego, CA","SFO","San Francisco, CA",3,
88.00,"SFO","San Francisco, CA","DEN","Denver, CO",2,
88.00,"SFO","San Francisco, CA","SLC","Salt Lake City, UT",1,
88.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",2,
88.00,"SFO","San Francisco, CA","ATL","Atlanta, GA",1,
88.00,"SFO","San Francisco, CA","DTW","Detroit, MI",4,
88.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",3,
88.00,"SJC","San Jose, CA","LAX","Los Angeles, CA",3,
88.00,"SJC","San Jose, CA","PDX","Portland, OR",2,
88.00,"SEA","Seattle, WA","SMF","Sacramento, CA",2,
88.00,"IAD","Washington, DC","LAX","Los Angeles, CA",2,
88.00,"SMF","Sacramento, CA","MSP","Minneapolis, MN",3,
88.00,"MIA","Miami, FL","SFO","San Francisco, CA",3,
88.00,"SFO","San Francisco, CA","MIA","Miami, FL",3,
88.00,"IAH","Houston, TX","SAN","San Diego, CA",3,
88.00,"DEN","Denver, CO","SAN","San Diego, CA",4,
88.00,"PDX","Portland, OR","SFO","San Francisco, CA",3,
89.00,"LAX","Los Angeles, CA","RNO","Reno, NV",1,
89.00,"DEN","Denver, CO","SNA","Santa Ana, CA",1,
89.00,"IAH","Houston, TX","LAX","Los Angeles, CA",2,
89.00,"RNO","Reno, NV","LAX","Los Angeles, CA",1,
89.00,"SLC","Salt Lake City, UT","BUR","Burbank, CA",1,
89.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",1,
89.00,"IAH","Houston, TX","SNA","Santa Ana, CA",1,
89.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",4,
89.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",4,
89.00,"SAN","San Diego, CA","SFO","San Francisco, CA",4,
89.00,"DEN","Denver, CO","SNA","Santa Ana, CA",4,
89.00,"SMF","Sacramento, CA","ONT","Ontario, CA",4,
89.00,"AUS","Austin, TX","SFO","San Francisco, CA",4,
89.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",4,
89.00,"SFO","San Francisco, CA","AUS","Austin, TX",4,
89.00,"SFO","San Francisco, CA","ORD","Chicago, IL",2,
89.00,"LAS","Las Vegas, NV","SFO","San Francisco, CA",2,
89.00,"RNO","Reno, NV","SFO","San Francisco, CA",2,
89.00,"PSP","Palm Springs, CA","DFW","Dallas/Fort Worth, TX",2,
89.00,"SJC","San Jose, CA","PDX","Portland, OR",3,
89.00,"IAD","Washington, DC","LAX","Los Angeles, CA",4,
89.00,"LAX","Los Angeles, CA","IAD","Washington, DC",4,
89.00,"SFO","San Francisco, CA","JFK","New York, NY",4,
89.00,"SEA","Seattle, WA","SAN","San Diego, CA",4,
89.00,"IAD","Washington, DC","LAX","Los Angeles, CA",1,
89.00,"LAX","Los Angeles, CA","SEA","Seattle, WA",2,
89.00,"PHX","Phoenix, AZ","SAN","San Diego, CA",1,
89.00,"MDW","Chicago, IL","SFO","San Francisco, CA",2,
89.00,"SNA","Santa Ana, CA","DEN","Denver, CO",1,
89.00,"SJC","San Jose, CA","LAX","Los Angeles, CA",2,
89.00,"PHX","Phoenix, AZ","LAX","Los Angeles, CA",2,
89.00,"DFW","Dallas/Fort Worth, TX","PSP","Palm Springs, CA",2,
89.00,"IAH","Houston, TX","LAX","Los Angeles, CA",4,
89.00,"LAX","Los Angeles, CA","SAT","San Antonio, TX",1,
89.00,"PDX","Portland, OR","BUR","Burbank, CA",2,
89.00,"LAX","Los Angeles, CA","SLC","Salt Lake City, UT",2,
89.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",2,
89.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",2,
89.00,"LAX","Los Angeles, CA","MEM","Memphis, TN",2,
89.00,"DEN","Denver, CO","SNA","Santa Ana, CA",1,
89.00,"PDX","Portland, OR","SMF","Sacramento, CA",1,
89.00,"IAH","Houston, TX","LAX","Los Angeles, CA",4,
89.00,"LAX","Los Angeles, CA","IAH","Houston, TX",4,
89.00,"RDM","Bend/Redmond, OR","SFO","San Francisco, CA",1,
89.00,"PSP","Palm Springs, CA","SLC","Salt Lake City, UT",1,
89.00,"SAN","San Diego, CA","MSP","Minneapolis, MN",2,
89.00,"PHX","Phoenix, AZ","SAN","San Diego, CA",2,
89.00,"BOS","Boston, MA","SFO","San Francisco, CA",1,
89.00,"DFW","Dallas/Fort Worth, TX","PSP","Palm Springs, CA",4,
89.00,"PSP","Palm Springs, CA","DFW","Dallas/Fort Worth, TX",4,
89.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",1,
89.00,"FAT","Fresno, CA","SLC","Salt Lake City, UT",1,
89.00,"LAS","Las Vegas, NV","SFO","San Francisco, CA",2,
89.00,"OAK","Oakland, CA","LGB","Long Beach, CA",1,
89.00,"PDX","Portland, OR","SJC","San Jose, CA",2,
89.00,"SAN","San Diego, CA","PHL","Philadelphia, PA",2,
89.00,"ORD","Chicago, IL","SFO","San Francisco, CA",2,
89.00,"BFL","Bakersfield, CA","SFO","San Francisco, CA",3,
89.00,"FAT","Fresno, CA","DEN","Denver, CO",3,
89.00,"SLC","Salt Lake City, UT","SFO","San Francisco, CA",3,
89.00,"AUS","Austin, TX","SFO","San Francisco, CA",3,
89.00,"RNO","Reno, NV","LAX","Los Angeles, CA",2,
89.00,"SEA","Seattle, WA","LAX","Los Angeles, CA",1,
89.00,"MSP","Minneapolis, MN","SNA","Santa Ana, CA",2,
89.00,"DEN","Denver, CO","FAT","Fresno, CA",2,
89.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",1,
89.00,"PDX","Portland, OR","OAK","Oakland, CA",2,
89.00,"LAS","Las Vegas, NV","LGB","Long Beach, CA",1,
89.00,"PDX","Portland, OR","BUR","Burbank, CA",1,
89.00,"LAS","Las Vegas, NV","OAK","Oakland, CA",4,
89.00,"LGB","Long Beach, CA","SMF","Sacramento, CA",4,
89.00,"ATL","Atlanta, GA","SFO","San Francisco, CA",2,
89.00,"LAX","Los Angeles, CA","PHX","Phoenix, AZ",3,
89.00,"LAX","Los Angeles, CA","SLC","Salt Lake City, UT",2,
89.00,"IAH","Houston, TX","SNA","Santa Ana, CA",1,
89.00,"OAK","Oakland, CA","DEN","Denver, CO",3,
89.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",1,
89.00,"IAH","Houston, TX","SAN","San Diego, CA",2,
89.00,"ORD","Chicago, IL","SFO","San Francisco, CA",1,
89.00,"OAK","Oakland, CA","RNO","Reno, NV",1,
89.00,"LGB","Long Beach, CA","OAK","Oakland, CA",2,
89.00,"SFO","San Francisco, CA","SNA","Santa Ana, CA",2,
89.00,"LAX","Los Angeles, CA","SLC","Salt Lake City, UT",1,
89.00,"SJC","San Jose, CA","ONT","Ontario, CA",2,
89.00,"SJC","San Jose, CA","LAS","Las Vegas, NV",3,
89.00,"ONT","Ontario, CA","SJC","San Jose, CA",3,
89.00,"SJC","San Jose, CA","PHX","Phoenix, AZ",3,
89.00,"SFO","San Francisco, CA","LGB","Long Beach, CA",4,
89.00,"BFL","Bakersfield, CA","SFO","San Francisco, CA",2,
89.00,"BUR","Burbank, CA","SLC","Salt Lake City, UT",2,
89.00,"SLC","Salt Lake City, UT","BUR","Burbank, CA",2,
89.00,"LAS","Las Vegas, NV","LAX","Los Angeles, CA",4,
89.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",1,
89.00,"PDX","Portland, OR","SMF","Sacramento, CA",2,
89.00,"BUR","Burbank, CA","PHX","Phoenix, AZ",2,
89.00,"PDX","Portland, OR","SFO","San Francisco, CA",2,
89.00,"ASE","Aspen, CO","LAX","Los Angeles, CA",1,
89.00,"SFO","San Francisco, CA","ATL","Atlanta, GA",4,
89.00,"BFL","Bakersfield, CA","SFO","San Francisco, CA",3,
89.00,"PDX","Portland, OR","BUR","Burbank, CA",3,
89.00,"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",3,
89.00,"BUR","Burbank, CA","PDX","Portland, OR",4,
89.00,"FAT","Fresno, CA","SLC","Salt Lake City, UT",4,
89.00,"LAS","Las Vegas, NV","PSP","Palm Springs, CA",4,
89.00,"PSP","Palm Springs, CA","LAS","Las Vegas, NV",4,
89.00,"SFO","San Francisco, CA","PSP","Palm Springs, CA",4,
89.00,"SFO","San Francisco, CA","LAX","Los Angeles, CA",1,
89.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",2,
89.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",2,
89.00,"LAX","Los Angeles, CA","SFO","San Francisco, CA",1,
89.00,"SFO","San Francisco, CA","BOS","Boston, MA",1,
89.00,"LAX","Los Angeles, CA","RNO","Reno, NV",1,
89.00,"DEN","Denver, CO","PSP","Palm Springs, CA",1,
89.00,"SMF","Sacramento, CA","PDX","Portland, OR",1,
89.00,"BUR","Burbank, CA","SLC","Salt Lake City, UT",1,
89.00,"LAX","Los Angeles, CA","RNO","Reno, NV",3,
89.00,"LAX","Los Angeles, CA","TUS","Tucson, AZ",3,
89.00,"TUS","Tucson, AZ","LAX","Los Angeles, CA",3,
89.00,"RDM","Bend/Redmond, OR","SFO","San Francisco, CA",2,
89.00,"SLC","Salt Lake City, UT","FAT","Fresno, CA",1,
89.00,"SLC","Salt Lake City, UT","LGB","Long Beach, CA",2,
89.00,"ATL","Atlanta, GA","SFO","San Francisco, CA",4,
89.00,"FAT","Fresno, CA","DEN","Denver, CO",2,
89.00,"TUS","Tucson, AZ","LAX","Los Angeles, CA",2,
89.00,"SEA","Seattle, WA","LAX","Los Angeles, CA",2,
89.00,"ONT","Ontario, CA","LAS","Las Vegas, NV",2,
89.00,"FAT","Fresno, CA","DEN","Denver, CO",2,
89.00,"MSP","Minneapolis, MN","SMF","Sacramento, CA",3,
89.00,"SNA","Santa Ana, CA","MSP","Minneapolis, MN",3,
89.00,"LAX","Los Angeles, CA","IAD","Washington, DC",3,
89.00,"LAS","Las Vegas, NV","LAX","Los Angeles, CA",4,
89.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",3,
89.00,"ONT","Ontario, CA","PDX","Portland, OR",3,
89.00,"PDX","Portland, OR","ONT","Ontario, CA",3,
89.00,"RDM","Bend/Redmond, OR","SFO","San Francisco, CA",3,
89.00,"SFO","San Francisco, CA","AUS","Austin, TX",3,
89.00,"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",3,
90.00,"SAN","San Diego, CA","PHX","Phoenix, AZ",2,
90.00,"SFO","San Francisco, CA","SAN","San Diego, CA",1,
90.00,"LGB","Long Beach, CA","SFO","San Francisco, CA",2,
90.00,"TUS","Tucson, AZ","LAX","Los Angeles, CA",1,
90.00,"SFO","San Francisco, CA","PHL","Philadelphia, PA",2,
90.00,"LGB","Long Beach, CA","SFO","San Francisco, CA",3,
90.00,"LGB","Long Beach, CA","SLC","Salt Lake City, UT",3,
90.00,"SFO","San Francisco, CA","LGB","Long Beach, CA",3,
90.00,"SLC","Salt Lake City, UT","LGB","Long Beach, CA",3,
90.00,"DEN","Denver, CO","LAX","Los Angeles, CA",4,
90.00,"DEN","Denver, CO","SJC","San Jose, CA",4,
90.00,"SNA","Santa Ana, CA","DEN","Denver, CO",4,
90.00,"BFL","Bakersfield, CA","SFO","San Francisco, CA",4,
90.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",4,
90.00,"ONT","Ontario, CA","PDX","Portland, OR",4,
90.00,"PDX","Portland, OR","ONT","Ontario, CA",4,
90.00,"ATL","Atlanta, GA","SFO","San Francisco, CA",1,
90.00,"SLC","Salt Lake City, UT","SJC","San Jose, CA",1,
90.00,"SMF","Sacramento, CA","LAX","Los Angeles, CA",4,
90.00,"STL","St. Louis, MO","LAX","Los Angeles, CA",2,
90.00,"SAN","San Diego, CA","SJC","San Jose, CA",2,
90.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",2,
90.00,"LAX","Los Angeles, CA","ATL","Atlanta, GA",2,
90.00,"SNA","Santa Ana, CA","MSP","Minneapolis, MN",2,
90.00,"BOS","Boston, MA","SFO","San Francisco, CA",3,
90.00,"LAX","Los Angeles, CA","SEA","Seattle, WA",3,
90.00,"SEA","Seattle, WA","LAX","Los Angeles, CA",3,
90.00,"SFO","San Francisco, CA","BOS","Boston, MA",3,
90.00,"LAS","Las Vegas, NV","SFO","San Francisco, CA",3,
90.00,"OAK","Oakland, CA","PHX","Phoenix, AZ",3,
90.00,"OAK","Oakland, CA","DEN","Denver, CO",3,
90.00,"JFK","New York, NY","SFO","San Francisco, CA",4,
90.00,"PSP","Palm Springs, CA","DFW","Dallas/Fort Worth, TX",4,
90.00,"LGB","Long Beach, CA","PDX","Portland, OR",2,
90.00,"JFK","New York, NY","LAX","Los Angeles, CA",1,
90.00,"LAX","Los Angeles, CA","SMF","Sacramento, CA",2,
90.00,"SJC","San Jose, CA","LAX","Los Angeles, CA",2,
90.00,"LAX","Los Angeles, CA","RNO","Reno, NV",1,
90.00,"LGB","Long Beach, CA","OAK","Oakland, CA",1,
90.00,"SEA","Seattle, WA","LGB","Long Beach, CA",2,
90.00,"SFO","San Francisco, CA","BOS","Boston, MA",2,
90.00,"PDX","Portland, OR","SJC","San Jose, CA",2,
90.00,"MIA","Miami, FL","SFO","San Francisco, CA",3,
90.00,"SFO","San Francisco, CA","MIA","Miami, FL",3,
90.00,"DEN","Denver, CO","SFO","San Francisco, CA",4,
90.00,"SFO","San Francisco, CA","DEN","Denver, CO",4,
90.00,"DEN","Denver, CO","SFO","San Francisco, CA",4,
90.00,"PDX","Portland, OR","SMF","Sacramento, CA",2,
90.00,"LAX","Los Angeles, CA","RNO","Reno, NV",2,
90.00,"SAN","San Diego, CA","PHX","Phoenix, AZ",1,
90.00,"PHX","Phoenix, AZ","SAN","San Diego, CA",2,
90.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",2,
90.00,"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",2,
90.00,"SFO","San Francisco, CA","CLT","Charlotte, NC",1,
90.00,"DFW","Dallas/Fort Worth, TX","LAX","Los Angeles, CA",2,
90.00,"IAH","Houston, TX","SNA","Santa Ana, CA",2,
90.00,"PHL","Philadelphia, PA","SFO","San Francisco, CA",2,
90.00,"LAX","Los Angeles, CA","IAD","Washington, DC",2,
90.00,"PSP","Palm Springs, CA","DEN","Denver, CO",2,
90.00,"LAS","Las Vegas, NV","SAN","San Diego, CA",4,
90.00,"SAN","San Diego, CA","LAS","Las Vegas, NV",4,
90.00,"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",2,
90.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",3,
90.00,"LAS","Las Vegas, NV","LAX","Los Angeles, CA",4,
90.00,"IAD","Washington, DC","LAX","Los Angeles, CA",4,
90.00,"LAX","Los Angeles, CA","IAD","Washington, DC",4,
90.00,"BOS","Boston, MA","SFO","San Francisco, CA",2,
90.00,"IAH","Houston, TX","LAX","Los Angeles, CA",3,
90.00,"LAX","Los Angeles, CA","IAH","Houston, TX",3,
90.00,"LAX","Los Angeles, CA","SLC","Salt Lake City, UT",3,
90.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",3,
90.00,"LGB","Long Beach, CA","SFO","San Francisco, CA",4,
90.00,"SFO","San Francisco, CA","LGB","Long Beach, CA",4,
90.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",4,
90.00,"ORD","Chicago, IL","SFO","San Francisco, CA",4,
90.00,"PHL","Philadelphia, PA","SFO","San Francisco, CA",2,
90.00,"LGB","Long Beach, CA","SEA","Seattle, WA",2,
90.00,"SLC","Salt Lake City, UT","PSP","Palm Springs, CA",1,
90.00,"LAS","Las Vegas, NV","SAN","San Diego, CA",4,
90.00,"BUR","Burbank, CA","PDX","Portland, OR",3,
90.00,"MRY","Monterey, CA","LAX","Los Angeles, CA",3,
90.00,"PDX","Portland, OR","BUR","Burbank, CA",3,
90.00,"PHX","Phoenix, AZ","SMF","Sacramento, CA",1,
90.00,"SEA","Seattle, WA","SAN","San Diego, CA",2,
90.00,"PDX","Portland, OR","LGB","Long Beach, CA",2,
90.00,"MSP","Minneapolis, MN","LAX","Los Angeles, CA",1,
90.00,"ORD","Chicago, IL","SFO","San Francisco, CA",3,
90.00,"SFO","San Francisco, CA","ORD","Chicago, IL",3,
90.00,"MSP","Minneapolis, MN","SNA","Santa Ana, CA",2,
90.00,"PHL","Philadelphia, PA","SAN","San Diego, CA",2,
90.00,"PHX","Phoenix, AZ","SAN","San Diego, CA",2,
90.00,"LGB","Long Beach, CA","SLC","Salt Lake City, UT",2,
90.00,"SNA","Santa Ana, CA","MSP","Minneapolis, MN",2,
90.00,"TUS","Tucson, AZ","LAX","Los Angeles, CA",2,
90.00,"LAX","Los Angeles, CA","SEA","Seattle, WA",3,
90.00,"SEA","Seattle, WA","LAX","Los Angeles, CA",3,
90.00,"LAX","Los Angeles, CA","JFK","New York, NY",1,
90.00,"LAX","Los Angeles, CA","RNO","Reno, NV",2,
90.00,"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",2,
90.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",3,
90.00,"PHL","Philadelphia, PA","SFO","San Francisco, CA",3,
90.00,"SNA","Santa Ana, CA","PHX","Phoenix, AZ",3,
90.00,"SAN","San Diego, CA","IAH","Houston, TX",4,
90.00,"LAX","Los Angeles, CA","TUS","Tucson, AZ",2,
90.00,"SJC","San Jose, CA","LAX","Los Angeles, CA",1,
90.00,"SFO","San Francisco, CA","SNA","Santa Ana, CA",2,
90.00,"SLC","Salt Lake City, UT","SFO","San Francisco, CA",1,
90.00,"LGB","Long Beach, CA","SFO","San Francisco, CA",4,
90.00,"LGB","Long Beach, CA","SMF","Sacramento, CA",4,
90.00,"SMF","Sacramento, CA","LGB","Long Beach, CA",4,
90.00,"SFO","San Francisco, CA","BFL","Bakersfield, CA",2,
90.00,"DEN","Denver, CO","LAX","Los Angeles, CA",1,
90.00,"RDM","Bend/Redmond, OR","SFO","San Francisco, CA",2,
90.00,"PDX","Portland, OR","LAX","Los Angeles, CA",1,
90.00,"SAN","San Diego, CA","PHX","Phoenix, AZ",2,
90.00,"PHX","Phoenix, AZ","ONT","Ontario, CA",2,
90.00,"SFO","San Francisco, CA","RDM","Bend/Redmond, OR",1,
90.00,"SLC","Salt Lake City, UT","LGB","Long Beach, CA",2,
90.00,"DFW","Dallas/Fort Worth, TX","PSP","Palm Springs, CA",1,
90.00,"IAD","Washington, DC","LAX","Los Angeles, CA",3,
90.00,"LAX","Los Angeles, CA","IAD","Washington, DC",3,
90.00,"STL","St. Louis, MO","LAX","Los Angeles, CA",3,
90.00,"LAX","Los Angeles, CA","IAH","Houston, TX",4,
90.00,"LAX","Los Angeles, CA","MRY","Monterey, CA",4,
90.00,"PDX","Portland, OR","BUR","Burbank, CA",4,
90.00,"BUR","Burbank, CA","PDX","Portland, OR",4,
90.00,"LAX","Los Angeles, CA","SJC","San Jose, CA",1,
90.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",2,
90.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",2,
90.00,"SAN","San Diego, CA","PHX","Phoenix, AZ",2,
90.00,"PHX","Phoenix, AZ","ONT","Ontario, CA",1,
90.00,"OAK","Oakland, CA","SLC","Salt Lake City, UT",2,
90.00,"LAX","Los Angeles, CA","MEM","Memphis, TN",1,
90.00,"SFO","San Francisco, CA","PHL","Philadelphia, PA",2,
90.00,"BFL","Bakersfield, CA","SFO","San Francisco, CA",2,
90.00,"SAN","San Diego, CA","ATL","Atlanta, GA",1,
90.00,"IAD","Washington, DC","SFO","San Francisco, CA",3,
90.00,"FAT","Fresno, CA","PHX","Phoenix, AZ",3,
90.00,"LGB","Long Beach, CA","SLC","Salt Lake City, UT",2,
90.00,"SFO","San Francisco, CA","LAX","Los Angeles, CA",1,
90.00,"LAS","Las Vegas, NV","SMF","Sacramento, CA",1,
90.00,"LAX","Los Angeles, CA","PHX","Phoenix, AZ",1,
90.00,"MDW","Chicago, IL","OAK","Oakland, CA",2,
90.00,"LAX","Los Angeles, CA","IAH","Houston, TX",3,
90.00,"IAH","Houston, TX","SNA","Santa Ana, CA",4,
90.00,"ATL","Atlanta, GA","LAX","Los Angeles, CA",2,
90.00,"PHL","Philadelphia, PA","SFO","San Francisco, CA",2,
90.00,"SFO","San Francisco, CA","BFL","Bakersfield, CA",2,
90.00,"SLC","Salt Lake City, UT","LAX","Los Angeles, CA",2,
90.00,"CLT","Charlotte, NC","LAX","Los Angeles, CA",1,
90.00,"SEA","Seattle, WA","SMF","Sacramento, CA",2,
90.00,"CLT","Charlotte, NC","SFO","San Francisco, CA",1,
90.00,"SFO","San Francisco, CA","LGB","Long Beach, CA",2,
90.00,"MSP","Minneapolis, MN","SAN","San Diego, CA",2,
90.00,"RNO","Reno, NV","LAX","Los Angeles, CA",2,
90.00,"PHX","Phoenix, AZ","BUR","Burbank, CA",2,
90.00,"MSP","Minneapolis, MN","SNA","Santa Ana, CA",3,
90.00,"SFO","San Francisco, CA","MSP","Minneapolis, MN",3,
90.00,"HNL","Honolulu, HI","LAX","Los Angeles, CA",3,
90.00,"IAD","Washington, DC","LAX","Los Angeles, CA",3,
90.00,"LAX","Los Angeles, CA","HNL","Honolulu, HI",3,
90.00,"ONT","Ontario, CA","SMF","Sacramento, CA",4,
90.00,"SAN","San Diego, CA","LAS","Las Vegas, NV",4,
90.00,"SNA","Santa Ana, CA","DEN","Denver, CO",4,
